时间,datadata
2018/1/2 00:00:00,207655.199
2018/1/2 00:15:00,200673.8192
2018/1/2 00:30:00,199179.7267
2018/1/2 00:45:00,199204.4665
2018/1/2 01:00:00,213530.4627
2018/1/2 01:15:00,192532.5988
2018/1/2 01:30:00,188883.3155
2018/1/2 01:45:00,188022.8548
2018/1/2 02:00:00,194513.1024
2018/1/2 02:15:00,187211.6824
2018/1/2 02:30:00,186676.0267
2018/1/2 02:45:00,183970.1142
2018/1/2 03:00:00,192147.2175
2018/1/2 03:15:00,187208.2493
2018/1/2 03:30:00,183574.6476
2018/1/2 03:45:00,184074.5309
2018/1/2 04:00:00,190485.6254
2018/1/2 04:15:00,183505.2648
2018/1/2 04:30:00,185665.694
2018/1/2 04:45:00,184974.7125
2018/1/2 05:00:00,188852.4406
2018/1/2 05:15:00,187311.9731
2018/1/2 05:30:00,186612.9856
2018/1/2 05:45:00,190574.9614
2018/1/2 06:00:00,194149.9364
2018/1/2 06:15:00,196577.7408
2018/1/2 06:30:00,201184.69600000003
2018/1/2 06:45:00,208574.5144
2018/1/2 07:00:00,221698.3704
2018/1/2 07:15:00,219836.7216
2018/1/2 07:30:00,222402.2718
2018/1/2 07:45:00,226924.9301
2018/1/2 08:00:00,243047.2818
2018/1/2 08:15:00,243978.8109
2018/1/2 08:30:00,251214.9982
2018/1/2 08:45:00,254332.2122
2018/1/2 09:00:00,265697.1408
2018/1/2 09:15:00,257857.5986
2018/1/2 09:30:00,261652.975
2018/1/2 09:45:00,264042.7566
2018/1/2 10:00:00,275416.1493
2018/1/2 10:15:00,279406.5733
2018/1/2 10:30:00,268318.4772
2018/1/2 10:45:00,270938.5855
2018/1/2 11:00:00,278541.018
2018/1/2 11:15:00,272918.355
2018/1/2 11:30:00,273990.4246
2018/1/2 11:45:00,271617.693
2018/1/2 12:00:00,272469.7243
2018/1/2 12:15:00,260771.7485
2018/1/2 12:30:00,258852.8711
2018/1/2 12:45:00,258166.5919
2018/1/2 13:00:00,267246.67699999997
2018/1/2 13:15:00,259031.7941
2018/1/2 13:30:00,260376.3335
2018/1/2 13:45:00,262777.1416
2018/1/2 14:00:00,272442.7444
2018/1/2 14:15:00,276357.2855
2018/1/2 14:30:00,266618.843
2018/1/2 14:45:00,267120.548
2018/1/2 15:00:00,275829.331
2018/1/2 15:15:00,267677.7355
2018/1/2 15:30:00,266163.1547
2018/1/2 15:45:00,266942.5512
2018/1/2 16:00:00,276734.8392
2018/1/2 16:15:00,271111.4401
2018/1/2 16:30:00,271229.6933
2018/1/2 16:45:00,271317.3462
2018/1/2 17:00:00,282250.4791
2018/1/2 17:15:00,274802.6762
2018/1/2 17:30:00,274864.8965
2018/1/2 17:45:00,275039.76399999997
2018/1/2 18:00:00,287011.762
2018/1/2 18:15:00,277391.8764
2018/1/2 18:30:00,278113.1702
2018/1/2 18:45:00,279531.661
2018/1/2 19:00:00,283484.1777
2018/1/2 19:15:00,273974.4673
2018/1/2 19:30:00,274232.8925
2018/1/2 19:45:00,272242.6075
2018/1/2 20:00:00,279454.8968
2018/1/2 20:15:00,269717.498
2018/1/2 20:30:00,288502.5947
2018/1/2 20:45:00,269372.8494
2018/1/2 21:00:00,277066.0986
2018/1/2 21:15:00,269143.2831
2018/1/2 21:30:00,269290.6416
2018/1/2 21:45:00,267889.5761
2018/1/2 22:00:00,271585.0201
2018/1/2 22:15:00,263482.9724
2018/1/2 22:30:00,260430.3031
2018/1/2 22:45:00,268515.536
2018/1/2 23:00:00,260295.6097
2018/1/2 23:15:00,270992.1341
2018/1/2 23:30:00,250472.5514
2018/1/2 23:45:00,244224.2
2018/1/3 00:00:00,248503.48100000003
2018/1/3 00:15:00,236440.6647
2018/1/3 00:30:00,233974.9909
2018/1/3 00:45:00,232474.0213
2018/1/3 01:00:00,235308.6404
2018/1/3 01:15:00,231016.0498
2018/1/3 01:30:00,230976.84600000002
2018/1/3 01:45:00,226422.5222
2018/1/3 02:00:00,233703.3045
2018/1/3 02:15:00,227215.1967
2018/1/3 02:30:00,226643.4213
2018/1/3 02:45:00,222796.8435
2018/1/3 03:00:00,230989.9527
2018/1/3 03:15:00,224157.1294
2018/1/3 03:30:00,223000.2206
2018/1/3 03:45:00,221118.7454
2018/1/3 04:00:00,229261.9354
2018/1/3 04:15:00,220601.5301
2018/1/3 04:30:00,243930.0506
2018/1/3 04:45:00,223590.9431
2018/1/3 05:00:00,229203.7051
2018/1/3 05:15:00,224433.0269
2018/1/3 05:30:00,224597.0864
2018/1/3 05:45:00,223863.9404
2018/1/3 06:00:00,255001.5708
2018/1/3 06:15:00,229746.1471
2018/1/3 06:30:00,231448.7268
2018/1/3 06:45:00,236428.4191
2018/1/3 07:00:00,244772.4186
2018/1/3 07:15:00,242487.6586
2018/1/3 07:30:00,247589.8449
2018/1/3 07:45:00,249011.91600000003
2018/1/3 08:00:00,252343.7944
2018/1/3 08:15:00,252536.6286
2018/1/3 08:30:00,258957.7553
2018/1/3 08:45:00,263260.3256
2018/1/3 09:00:00,271855.098
2018/1/3 09:15:00,266510.4446
2018/1/3 09:30:00,270730.8464
2018/1/3 09:45:00,273699.8698
2018/1/3 10:00:00,283563.1514
2018/1/3 10:15:00,276117.4985
2018/1/3 10:30:00,276965.0823
2018/1/3 10:45:00,276390.4756
2018/1/3 11:00:00,285706.5335
2018/1/3 11:15:00,281081.7373
2018/1/3 11:30:00,279780.5659
2018/1/3 11:45:00,275217.9222
2018/1/3 12:00:00,278808.0324
2018/1/3 12:15:00,264450.5461
2018/1/3 12:30:00,264164.1969
2018/1/3 12:45:00,261925.8211
2018/1/3 13:00:00,270996.8535
2018/1/3 13:15:00,264284.1728
2018/1/3 13:30:00,267361.4337
2018/1/3 13:45:00,269197.7954
2018/1/3 14:00:00,278255.6279
2018/1/3 14:15:00,270579.4558
2018/1/3 14:30:00,271599.9793
2018/1/3 14:45:00,272383.9139
2018/1/3 15:00:00,279006.92699999997
2018/1/3 15:15:00,272034.6634
2018/1/3 15:30:00,272780.2601
2018/1/3 15:45:00,273963.9585
2018/1/3 16:00:00,292876.4516
2018/1/3 16:15:00,275251.6639
2018/1/3 16:30:00,276334.3486
2018/1/3 16:45:00,279428.103
2018/1/3 17:00:00,288340.6935
2018/1/3 17:15:00,280613.3599
2018/1/3 17:30:00,298526.8262
2018/1/3 17:45:00,280599.2631
2018/1/3 18:00:00,299818.3703
2018/1/3 18:15:00,300698.5858
2018/1/3 18:30:00,282142.9144
2018/1/3 18:45:00,282137.2609
2018/1/3 19:00:00,288144.9605
2018/1/3 19:15:00,279123.3055
2018/1/3 19:30:00,276821.8592
2018/1/3 19:45:00,275063.9618
2018/1/3 20:00:00,281878.2763
2018/1/3 20:15:00,274180.4248
2018/1/3 20:30:00,274580.8224
2018/1/3 20:45:00,275710.1706
2018/1/3 21:00:00,282712.0616
2018/1/3 21:15:00,275035.2621
2018/1/3 21:30:00,274789.8773
2018/1/3 21:45:00,274039.4817
2018/1/3 22:00:00,280565.2247
2018/1/3 22:15:00,289556.1424
2018/1/3 22:30:00,266657.4444
2018/1/3 22:45:00,264818.1174
2018/1/3 23:00:00,268641.5741
2018/1/3 23:15:00,255383.4266
2018/1/3 23:30:00,253372.3768
2018/1/3 23:45:00,247607.8786
2018/1/4 00:00:00,253310.1506
2018/1/4 00:15:00,244545.2255
2018/1/4 00:30:00,239774.33399999997
2018/1/4 00:45:00,242000.7265
2018/1/4 01:00:00,245132.8146
2018/1/4 01:15:00,236083.3085
2018/1/4 01:30:00,236025.2417
2018/1/4 01:45:00,233812.6096
2018/1/4 02:00:00,242392.4277
2018/1/4 02:15:00,229510.9984
2018/1/4 02:30:00,238799.9128
2018/1/4 02:45:00,231004.3951
2018/1/4 03:00:00,239475.4043
2018/1/4 03:15:00,228462.6732
2018/1/4 03:30:00,227334.3705
2018/1/4 03:45:00,239756.0998
2018/1/4 04:00:00,235561.4881
2018/1/4 04:15:00,228340.8019
2018/1/4 04:30:00,228820.4079
2018/1/4 04:45:00,224981.5866
2018/1/4 05:00:00,235304.8001
2018/1/4 05:15:00,228553.3428
2018/1/4 05:30:00,229301.5389
2018/1/4 05:45:00,231707.3567
2018/1/4 06:00:00,238948.7896
2018/1/4 06:15:00,235472.8185
2018/1/4 06:30:00,234609.8733
2018/1/4 06:45:00,242488.8644
2018/1/4 07:00:00,251308.6685
2018/1/4 07:15:00,247162.9363
2018/1/4 07:30:00,247928.6043
2018/1/4 07:45:00,248116.5501
2018/1/4 08:00:00,268484.8857
2018/1/4 08:15:00,257311.5155
2018/1/4 08:30:00,261298.2307
2018/1/4 08:45:00,266214.7218
2018/1/4 09:00:00,276360.0949
2018/1/4 09:15:00,270034.7497
2018/1/4 09:30:00,273185.4815
2018/1/4 09:45:00,273011.4322
2018/1/4 10:00:00,285533.7587
2018/1/4 10:15:00,277969.4603
2018/1/4 10:30:00,279456.6489
2018/1/4 10:45:00,280024.1294
2018/1/4 11:00:00,291444.0418
2018/1/4 11:15:00,283947.347
2018/1/4 11:30:00,282485.2824
2018/1/4 11:45:00,281098.2879
2018/1/4 12:00:00,280182.9825
2018/1/4 12:15:00,266050.9789
2018/1/4 12:30:00,265631.3019
2018/1/4 12:45:00,265436.6408
2018/1/4 13:00:00,273533.9181
2018/1/4 13:15:00,272147.531
2018/1/4 13:30:00,267863.4689
2018/1/4 13:45:00,271037.0662
2018/1/4 14:00:00,281692.5763
2018/1/4 14:15:00,275115.11699999997
2018/1/4 14:30:00,275303.2213
2018/1/4 14:45:00,293806.5077
2018/1/4 15:00:00,287073.1371
2018/1/4 15:15:00,276465.0344
2018/1/4 15:30:00,275106.7903
2018/1/4 15:45:00,293131.69800000003
2018/1/4 16:00:00,284726.5914
2018/1/4 16:15:00,276725.0293
2018/1/4 16:30:00,276992.7968
2018/1/4 16:45:00,279364.9901
2018/1/4 17:00:00,289444.8714
2018/1/4 17:15:00,282611.6372
2018/1/4 17:30:00,281910.9908
2018/1/4 17:45:00,280816.6551
2018/1/4 18:00:00,291155.8452
2018/1/4 18:15:00,283185.8317
2018/1/4 18:30:00,284158.8937
2018/1/4 18:45:00,283689.5209
2018/1/4 19:00:00,289274.7554
2018/1/4 19:15:00,281008.3317
2018/1/4 19:30:00,280545.1735
2018/1/4 19:45:00,278913.2692
2018/1/4 20:00:00,286503.4508
2018/1/4 20:15:00,274829.2612
2018/1/4 20:30:00,272756.9098
2018/1/4 20:45:00,273020.8718
2018/1/4 21:00:00,282388.1605
2018/1/4 21:15:00,273252.9303
2018/1/4 21:30:00,271083.3414
2018/1/4 21:45:00,269644.6551
2018/1/4 22:00:00,278659.11199999996
2018/1/4 22:15:00,268758.0021
2018/1/4 22:30:00,264407.4489
2018/1/4 22:45:00,263243.3501
2018/1/4 23:00:00,266465.795
2018/1/4 23:15:00,255016.3169
2018/1/4 23:30:00,252476.5852
2018/1/4 23:45:00,246234.4829
2018/1/5 00:00:00,251749.1014
2018/1/5 00:15:00,243126.3908
2018/1/5 00:30:00,239751.1917
2018/1/5 00:45:00,238086.1316
2018/1/5 01:00:00,242231.9352
2018/1/5 01:15:00,234582.4407
2018/1/5 01:30:00,234513.2381
2018/1/5 01:45:00,231791.2725
2018/1/5 02:00:00,236081.0479
2018/1/5 02:15:00,227392.3428
2018/1/5 02:30:00,226414.7024
2018/1/5 02:45:00,228561.8568
2018/1/5 03:00:00,233422.862
2018/1/5 03:15:00,225006.1298
2018/1/5 03:30:00,227426.795
2018/1/5 03:45:00,237918.0987
2018/1/5 04:00:00,236802.5151
2018/1/5 04:15:00,224667.81699999998
2018/1/5 04:30:00,227338.2393
2018/1/5 04:45:00,225906.1801
2018/1/5 05:00:00,235782.0276
2018/1/5 05:15:00,226701.0603
2018/1/5 05:30:00,230023.2492
2018/1/5 05:45:00,230366.4788
2018/1/5 06:00:00,238518.2314
2018/1/5 06:15:00,235727.8684
2018/1/5 06:30:00,234872.9537
2018/1/5 06:45:00,240354.3041
2018/1/5 07:00:00,248659.0297
2018/1/5 07:15:00,246415.3809
2018/1/5 07:30:00,248382.3203
2018/1/5 07:45:00,251233.6704
2018/1/5 08:00:00,260573.7502
2018/1/5 08:15:00,255766.2641
2018/1/5 08:30:00,271375.0965
2018/1/5 08:45:00,265721.9904
2018/1/5 09:00:00,275408.1184
2018/1/5 09:15:00,271514.0737
2018/1/5 09:30:00,274900.0792
2018/1/5 09:45:00,277367.961
2018/1/5 10:00:00,287203.581
2018/1/5 10:15:00,280730.8378
2018/1/5 10:30:00,280444.7058
2018/1/5 10:45:00,281613.6489
2018/1/5 11:00:00,293089.4101
2018/1/5 11:15:00,288311.9568
2018/1/5 11:30:00,285336.7947
2018/1/5 11:45:00,283257.4003
2018/1/5 12:00:00,281043.3446
2018/1/5 12:15:00,268813.81899999996
2018/1/5 12:30:00,268209.8524
2018/1/5 12:45:00,265649.6697
2018/1/5 13:00:00,273876.36199999996
2018/1/5 13:15:00,267545.0269
2018/1/5 13:30:00,268497.7476
2018/1/5 13:45:00,272014.0403
2018/1/5 14:00:00,282397.4771
2018/1/5 14:15:00,276006.1679
2018/1/5 14:30:00,275701.8254
2018/1/5 14:45:00,275887.9906
2018/1/5 15:00:00,284152.2877
2018/1/5 15:15:00,275462.2042
2018/1/5 15:30:00,278638.0107
2018/1/5 15:45:00,277609.0493
2018/1/5 16:00:00,287782.0437
2018/1/5 16:15:00,279675.9539
2018/1/5 16:30:00,280270.6875
2018/1/5 16:45:00,282486.93100000004
2018/1/5 17:00:00,290652.1484
2018/1/5 17:15:00,284853.2311
2018/1/5 17:30:00,283277.831
2018/1/5 17:45:00,283633.065
2018/1/5 18:00:00,292051.1899
2018/1/5 18:15:00,284337.956
2018/1/5 18:30:00,295075.2147
2018/1/5 18:45:00,286062.2746
2018/1/5 19:00:00,291722.4325
2018/1/5 19:15:00,283409.7435
2018/1/5 19:30:00,281560.124
2018/1/5 19:45:00,279961.475
2018/1/5 20:00:00,285320.0102
2018/1/5 20:15:00,276461.0708
2018/1/5 20:30:00,275979.3333
2018/1/5 20:45:00,277797.3765
2018/1/5 21:00:00,283803.1529
2018/1/5 21:15:00,293824.4247
2018/1/5 21:30:00,276483.8019
2018/1/5 21:45:00,281264.4793
2018/1/5 22:00:00,283348.332
2018/1/5 22:15:00,272798.8725
2018/1/5 22:30:00,271016.2719
2018/1/5 22:45:00,266879.9107
2018/1/5 23:00:00,271510.8157
2018/1/5 23:15:00,257809.0623
2018/1/5 23:30:00,253594.7963
2018/1/5 23:45:00,252019.444
2018/1/6 00:00:00,255362.1895
2018/1/6 00:15:00,244974.8497
2018/1/6 00:30:00,240962.5643
2018/1/6 00:45:00,243100.9016
2018/1/6 01:00:00,246232.1318
2018/1/6 01:15:00,237915.6561
2018/1/6 01:30:00,235443.60600000003
2018/1/6 01:45:00,240326.3695
2018/1/6 02:00:00,246023.9843
2018/1/6 02:15:00,233752.2732
2018/1/6 02:30:00,233381.3941
2018/1/6 02:45:00,227951.9262
2018/1/6 03:00:00,235321.6544
2018/1/6 03:15:00,227909.5409
2018/1/6 03:30:00,229997.9967
2018/1/6 03:45:00,229269.4129
2018/1/6 04:00:00,258912.8321
2018/1/6 04:15:00,226264.9467
2018/1/6 04:30:00,228530.4658
2018/1/6 04:45:00,252011.4078
2018/1/6 05:00:00,244263.5211
2018/1/6 05:15:00,227975.8516
2018/1/6 05:30:00,251284.0114
2018/1/6 05:45:00,228863.0398
2018/1/6 06:00:00,238372.93300000002
2018/1/6 06:15:00,230675.0978
2018/1/6 06:30:00,232061.9993
2018/1/6 06:45:00,233857.3861
2018/1/6 07:00:00,243199.4658
2018/1/6 07:15:00,239860.2445
2018/1/6 07:30:00,241967.2625
2018/1/6 07:45:00,266000.1944
2018/1/6 08:00:00,257043.5193
2018/1/6 08:15:00,254700.0719
2018/1/6 08:30:00,258453.6683
2018/1/6 08:45:00,261447.5878
2018/1/6 09:00:00,271685.30600000004
2018/1/6 09:15:00,267303.42699999997
2018/1/6 09:30:00,269920.8982
2018/1/6 09:45:00,272659.6871
2018/1/6 10:00:00,283334.1382
2018/1/6 10:15:00,276607.6875
2018/1/6 10:30:00,277529.5802
2018/1/6 10:45:00,276871.9768
2018/1/6 11:00:00,289511.8575
2018/1/6 11:15:00,282751.1927
2018/1/6 11:30:00,289455.9686
2018/1/6 11:45:00,278692.9771
2018/1/6 12:00:00,278668.7659
2018/1/6 12:15:00,264954.3788
2018/1/6 12:30:00,265181.3705
2018/1/6 12:45:00,262702.3447
2018/1/6 13:00:00,283791.4171
2018/1/6 13:15:00,268736.2054
2018/1/6 13:30:00,267800.0472
2018/1/6 13:45:00,271115.9405
2018/1/6 14:00:00,289475.2153
2018/1/6 14:15:00,291434.9735
2018/1/6 14:30:00,273653.7268
2018/1/6 14:45:00,273599.771
2018/1/6 15:00:00,290334.5869
2018/1/6 15:15:00,273998.4122
2018/1/6 15:30:00,274762.446
2018/1/6 15:45:00,274344.5996
2018/1/6 16:00:00,284181.6165
2018/1/6 16:15:00,278358.5408
2018/1/6 16:30:00,279790.3975
2018/1/6 16:45:00,290950.7824
2018/1/6 17:00:00,291465.15
2018/1/6 17:15:00,285748.1007
2018/1/6 17:30:00,286315.7613
2018/1/6 17:45:00,285220.4288
2018/1/6 18:00:00,291312.1696
2018/1/6 18:15:00,283015.2147
2018/1/6 18:30:00,281608.0955
2018/1/6 18:45:00,283012.4802
2018/1/6 19:00:00,284257.7175
2018/1/6 19:15:00,281596.12
2018/1/6 19:30:00,285776.2222
2018/1/6 19:45:00,280345.7694
2018/1/6 20:00:00,285096.5294
2018/1/6 20:15:00,277301.4997
2018/1/6 20:30:00,275597.2502
2018/1/6 20:45:00,276992.708
2018/1/6 21:00:00,282554.5406
2018/1/6 21:15:00,275371.8251
2018/1/6 21:30:00,275386.239
2018/1/6 21:45:00,273564.4306
2018/1/6 22:00:00,278096.0915
2018/1/6 22:15:00,269849.7569
2018/1/6 22:30:00,270012.8392
2018/1/6 22:45:00,267453.0209
2018/1/6 23:00:00,268944.4138
2018/1/6 23:15:00,257687.6237
2018/1/6 23:30:00,263822.332
2018/1/6 23:45:00,250588.9356
2018/1/7 00:00:00,249544.5677
2018/1/7 00:15:00,242572.6728
2018/1/7 00:30:00,241486.3601
2018/1/7 00:45:00,240241.5483
2018/1/7 01:00:00,239622.8164
2018/1/7 01:15:00,234671.4188
2018/1/7 01:30:00,245927.9266
2018/1/7 01:45:00,234968.0913
2018/1/7 02:00:00,232552.3805
2018/1/7 02:15:00,231727.0846
2018/1/7 02:30:00,242704.3607
2018/1/7 02:45:00,228442.996
2018/1/7 03:00:00,233772.6756
2018/1/7 03:15:00,228169.3707
2018/1/7 03:30:00,229010.4802
2018/1/7 03:45:00,228889.2425
2018/1/7 04:00:00,233003.34
2018/1/7 04:15:00,226614.3351
2018/1/7 04:30:00,227740.5543
2018/1/7 04:45:00,225117.7912
2018/1/7 05:00:00,232066.9815
2018/1/7 05:15:00,226771.8132
2018/1/7 05:30:00,224636.8547
2018/1/7 05:45:00,227397.4645
2018/1/7 06:00:00,234281.7714
2018/1/7 06:15:00,229006.9206
2018/1/7 06:30:00,230685.9811
2018/1/7 06:45:00,231974.2135
2018/1/7 07:00:00,238341.5231
2018/1/7 07:15:00,237542.7279
2018/1/7 07:30:00,236552.2387
2018/1/7 07:45:00,239432.5835
2018/1/7 08:00:00,248381.1514
2018/1/7 08:15:00,247767.9828
2018/1/7 08:30:00,253752.44100000002
2018/1/7 08:45:00,255285.7164
2018/1/7 09:00:00,274712.6096
2018/1/7 09:15:00,259983.378
2018/1/7 09:30:00,263414.186
2018/1/7 09:45:00,265732.1891
2018/1/7 10:00:00,283065.9569
2018/1/7 10:15:00,270581.0979
2018/1/7 10:30:00,272533.1167
2018/1/7 10:45:00,274682.9025
2018/1/7 11:00:00,278770.5917
2018/1/7 11:15:00,276575.5225
2018/1/7 11:30:00,278023.7989
2018/1/7 11:45:00,274532.3761
2018/1/7 12:00:00,272781.6148
2018/1/7 12:15:00,262270.0233
2018/1/7 12:30:00,260663.2208
2018/1/7 12:45:00,266660.4273
2018/1/7 13:00:00,268714.8963
2018/1/7 13:15:00,263430.2696
2018/1/7 13:30:00,264570.7261
2018/1/7 13:45:00,267352.4339
2018/1/7 14:00:00,274958.1308
2018/1/7 14:15:00,268841.0954
2018/1/7 14:30:00,278438.5428
2018/1/7 14:45:00,269479.6619
2018/1/7 15:00:00,284989.7202
2018/1/7 15:15:00,268103.6743
2018/1/7 15:30:00,279651.3511
2018/1/7 15:45:00,270749.8715
2018/1/7 16:00:00,280299.5638
2018/1/7 16:15:00,274571.5888
2018/1/7 16:30:00,277228.3209
2018/1/7 16:45:00,278235.7531
2018/1/7 17:00:00,287180.3631
2018/1/7 17:15:00,283068.6342
2018/1/7 17:30:00,283401.6855
2018/1/7 17:45:00,285250.5157
2018/1/7 18:00:00,290530.8456
2018/1/7 18:15:00,283554.6829
2018/1/7 18:30:00,292661.2883
2018/1/7 18:45:00,283454.6666
2018/1/7 19:00:00,285741.9345
2018/1/7 19:15:00,279604.5693
2018/1/7 19:30:00,277783.7263
2018/1/7 19:45:00,276725.3098
2018/1/7 20:00:00,281049.3222
2018/1/7 20:15:00,273236.1806
2018/1/7 20:30:00,272632.1598
2018/1/7 20:45:00,272426.4064
2018/1/7 21:00:00,277159.2084
2018/1/7 21:15:00,272250.2685
2018/1/7 21:30:00,283083.0271
2018/1/7 21:45:00,291022.5582
2018/1/7 22:00:00,272584.5641
2018/1/7 22:15:00,268456.2142
2018/1/7 22:30:00,265217.6862
2018/1/7 22:45:00,263334.9038
2018/1/7 23:00:00,264109.939
2018/1/7 23:15:00,255063.5411
2018/1/7 23:30:00,270784.473
2018/1/7 23:45:00,248428.9748
2018/1/8 00:00:00,248147.546
2018/1/8 00:15:00,242406.3741
2018/1/8 00:30:00,239224.8151
2018/1/8 00:45:00,235996.0554
2018/1/8 01:00:00,243250.5807
2018/1/8 01:15:00,235587.7304
2018/1/8 01:30:00,237018.1453
2018/1/8 01:45:00,231281.6912
2018/1/8 02:00:00,227828.5298
2018/1/8 02:15:00,226550.7978
2018/1/8 02:30:00,227010.2328
2018/1/8 02:45:00,225819.5396
2018/1/8 03:00:00,231010.0384
2018/1/8 03:15:00,224138.4103
2018/1/8 03:30:00,224635.3331
2018/1/8 03:45:00,223903.5848
2018/1/8 04:00:00,227572.363
2018/1/8 04:15:00,225140.5127
2018/1/8 04:30:00,222288.2162
2018/1/8 04:45:00,223011.6213
2018/1/8 05:00:00,225747.1074
2018/1/8 05:15:00,223744.9796
2018/1/8 05:30:00,224440.8623
2018/1/8 05:45:00,224949.1144
2018/1/8 06:00:00,243767.3559
2018/1/8 06:15:00,228662.4873
2018/1/8 06:30:00,231706.8138
2018/1/8 06:45:00,234016.1012
2018/1/8 07:00:00,245514.9079
2018/1/8 07:15:00,240264.5055
2018/1/8 07:30:00,244129.6355
2018/1/8 07:45:00,267516.5894
2018/1/8 08:00:00,266467.5313
2018/1/8 08:15:00,258096.3601
2018/1/8 08:30:00,263260.7067
2018/1/8 08:45:00,266569.0108
2018/1/8 09:00:00,277889.7759
2018/1/8 09:15:00,272784.6174
2018/1/8 09:30:00,276653.9655
2018/1/8 09:45:00,288262.4218
2018/1/8 10:00:00,286171.2044
2018/1/8 10:15:00,282063.6268
2018/1/8 10:30:00,284054.8499
2018/1/8 10:45:00,283811.0929
2018/1/8 11:00:00,293529.8591
2018/1/8 11:15:00,287057.6646
2018/1/8 11:30:00,285247.1692
2018/1/8 11:45:00,283351.4515
2018/1/8 12:00:00,280975.5291
2018/1/8 12:15:00,269228.5544
2018/1/8 12:30:00,267193.5288
2018/1/8 12:45:00,268454.4259
2018/1/8 13:00:00,278099.5049
2018/1/8 13:15:00,290043.7083
2018/1/8 13:30:00,271853.838
2018/1/8 13:45:00,274388.0074
2018/1/8 14:00:00,280597.4369
2018/1/8 14:15:00,283376.8414
2018/1/8 14:30:00,277182.1551
2018/1/8 14:45:00,278671.7903
2018/1/8 15:00:00,278008.1805
2018/1/8 15:15:00,279321.188
2018/1/8 15:30:00,281469.3719
2018/1/8 15:45:00,282096.229
